Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-02,9.569999694824219,9.569999694824219,9.20199966430664,9.340999603271484,6678,0,0
2020-03-03,9.517000198364258,9.630999565124512,9.427000045776367,9.380999565124512,8152,0,0
2020-03-04,9.463000297546387,9.491000175476074,9.380999565124512,9.432000160217285,2220,0,0
2020-03-05,9.404000282287598,9.50100040435791,9.27400016784668,9.479999542236328,6086,0,0
2020-03-06,9.190999984741211,9.190999984741211,8.852999687194824,8.916000366210938,5351,0,0
2020-03-09,8.899999618530273,8.899999618530273,8.130000114440918,8.286999702453613,1549,0,0
2020-03-10,8.414999961853027,8.619999885559082,8.414999961853027,8.321000099182129,829,0,0
2020-03-11,8.427000045776367,8.427000045776367,8.300000190734863,8.42300033569336,1804,0,0
2020-03-12,7.771999835968018,7.771999835968018,7.599999904632568,8.133999824523926,1166,0,0
2020-03-13,7.728000164031982,7.921999931335449,7.510000228881836,7.824999809265137,9269,0,0
2020-03-16,7.5,7.650000095367432,7.084000110626221,7.36899995803833,5907,0,0
2020-03-17,7.388999938964844,7.432000160217285,6.890999794006348,7.423999786376953,2100,0,0
2020-03-18,7.0289998054504395,7.139999866485596,6.849999904632568,7.025000095367432,1790,0,0
2020-03-19,7.172999858856201,7.25,7.172999858856201,7.75,510,0,0
2020-03-20,7.599999904632568,7.599999904632568,7.599999904632568,8.486000061035156,80,0,0
2020-03-23,7.336999893188477,7.400000095367432,7.228000164031982,7.322999954223633,1966,0,0
2020-03-24,7.650000095367432,8.03600025177002,7.650000095367432,7.954999923706055,6094,0,0
2020-03-25,7.991000175476074,8.383999824523926,7.959000110626221,8.211000442504883,10198,0,0
2020-03-26,8.199999809265137,8.25,7.689000129699707,8.21500015258789,5926,0,0
2020-03-27,8.211999893188477,8.211999893188477,7.876999855041504,7.9720001220703125,796,0,0
2020-03-30,7.938000202178955,8.0,7.906000137329102,8.145000457763672,7824,0,0
2020-03-31,8.338000297546387,8.427000045776367,8.194000244140625,8.262999534606934,35280,0,0
2020-04-01,7.9670000076293945,7.992000102996826,7.8470001220703125,7.994999885559082,1385,0,0
2020-04-02,7.861000061035156,7.883999824523926,7.849999904632568,7.823999881744385,1524,0,0
2020-04-03,7.827000141143799,7.827000141143799,7.730999946594238,7.714000225067139,700,0,0
2020-04-06,8.050000190734863,8.111000061035156,8.008000373840332,8.109000205993652,1601,0,0
2020-04-07,8.468000411987305,8.5,8.303999900817871,8.3100004196167,11326,0,0
2020-04-08,8.281999588012695,8.427000045776367,8.230999946594238,8.449999809265137,1356,0,0
2020-04-09,8.614999771118164,8.633999824523926,8.428000450134277,8.583000183105469,7223,0,0
2020-04-14,8.960000038146973,8.989999771118164,8.760000228881836,8.878000259399414,2147,0,0
2020-04-15,8.8149995803833,8.878999710083008,8.8149995803833,8.819000244140625,2281,0,0
2020-04-16,8.946999549865723,9.0600004196167,8.89900016784668,9.045000076293945,5233,0,0
2020-04-17,9.199999809265137,9.449000358581543,9.199999809265137,9.088000297546387,8477,0,0
2020-04-20,9.131999969482422,9.178000450134277,9.055000305175781,9.286999702453613,2567,0,0
2020-04-21,9.083000183105469,9.399999618530273,8.864999771118164,8.72599983215332,7950,0,0
2020-04-22,8.918999671936035,9.142000198364258,8.918999671936035,9.0649995803833,921,0,0
2020-04-23,9.20300006866455,9.220000267028809,9.13700008392334,9.230999946594238,4711,0,0
2020-04-24,9.156999588012695,9.279999732971191,9.07699966430664,9.100000381469727,5347,0,0
2020-04-27,9.319000244140625,9.517999649047852,9.314000129699707,9.392000198364258,5171,0,0
2020-04-28,9.406999588012695,9.645999908447266,9.23799991607666,9.309000015258789,9977,0,0
2020-04-29,9.350000381469727,9.550000190734863,9.350000381469727,9.621999740600586,1094,0,0
2020-04-30,9.645999908447266,9.645999908447266,9.58899974822998,9.541999816894531,351,0,0
2020-05-04,9.390000343322754,9.390000343322754,9.027000427246094,9.138999938964844,1766,0,0
2020-05-05,9.553999900817871,9.565999984741211,9.378999710083008,9.592000007629395,1897,0,0
2020-05-06,9.668999671936035,9.881999969482422,9.520000457763672,9.718000411987305,5415,0,0
2020-05-07,9.854000091552734,9.939000129699707,9.746000289916992,9.939000129699707,2905,0,0
2020-05-08,10.057999610900879,10.12399959564209,10.0,10.045999526977539,23123,0,0
2020-05-11,10.161999702453613,10.32800006866455,9.779000282287598,10.194000244140625,13210,0,0
2020-05-12,10.173999786376953,10.378000259399414,10.0,10.218000411987305,15834,0,0
2020-05-13,10.038000106811523,10.258000373840332,9.982000350952148,10.003999710083008,14389,0,0
2020-05-14,9.897000312805176,9.897000312805176,9.638999938964844,9.821999549865723,1789,0,0
2020-05-15,10.196000099182129,10.196000099182129,9.960000038146973,9.98799991607666,3884,0,0
2020-05-18,10.197999954223633,10.36400032043457,10.197999954223633,10.284000396728516,84855,0,0
2020-05-19,10.229999542236328,10.541999816894531,10.045999526977539,10.404000282287598,4308,0,0
2020-05-20,10.35200023651123,10.663999557495117,10.350000381469727,10.501999855041504,11684,0,0
2020-05-21,10.359999656677246,10.576000213623047,10.303999900817871,10.338000297546387,3729,0,0
2020-05-22,10.326000213623047,10.473999977111816,10.255999565124512,10.477999687194824,2528,0,0
