Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-02-29,0.0440789982676506,0.0452300012111663,0.0431100018322467,0.0431100018322467,85306427,0,0
2020-03-01,0.0430789999663829,0.0436780005693435,0.0409570001065731,0.0415639989078044,87518834,0,0
2020-03-02,0.0415210016071796,0.0444260016083717,0.0412519983947277,0.043928999453783,95643342,0,0
2020-03-03,0.0438929982483387,0.0444360002875328,0.0428409986197948,0.0436270013451576,105014716,0,0
2020-03-04,0.0436259992420673,0.0450109988451004,0.0433030016720294,0.0439990013837814,122563806,0,0
2020-03-05,0.0440090000629425,0.0466630011796951,0.0440090000629425,0.0454949997365474,100059458,0,0
2020-03-06,0.0454810000956058,0.0456489995121955,0.0444479994475841,0.045584000647068,89341473,0,0
2020-03-07,0.0456550009548664,0.0458079986274242,0.0430190004408359,0.0433660000562667,80138561,0,0
2020-03-08,0.0433499999344348,0.0433499999344348,0.0377410016953945,0.0380209982395172,97870671,0,0
2020-03-09,0.0379679985344409,0.0386449992656707,0.0343739986419677,0.036396000534296,110182144,0,0
2020-03-10,0.0364600010216236,0.0377379991114139,0.0359559990465641,0.0366659983992576,91376707,0,0
2020-03-11,0.0366650000214576,0.0368530005216598,0.0333760008215904,0.0352060012519359,91532310,0,0
2020-03-12,0.0351860001683235,0.0352369993925094,0.0214230008423328,0.0214230008423328,160883043,0,0
2020-03-13,0.021416999399662,0.0262340009212493,0.0171070005744695,0.0255239997059106,181570641,0,0
2020-03-14,0.0255459994077682,0.0260000005364418,0.0231010001152753,0.0233379993587732,58370842,0,0
2020-03-15,0.0232929997146129,0.0257169995456933,0.0231689997017383,0.0243159998208284,60352347,0,0
2020-03-16,0.0243079997599124,0.0243079997599124,0.0198689997196197,0.0216129999607801,85109261,0,0
2020-03-17,0.0216029994189739,0.0235549993813037,0.0216029994189739,0.0229209996759891,68861691,0,0
2020-03-18,0.0228899996727705,0.023582000285387,0.0225259996950626,0.0231199990957975,70766580,0,0
2020-03-19,0.0231020003557205,0.0297289993613958,0.0230930000543594,0.0285679996013641,111966413,0,0
2020-03-20,0.0285340007394552,0.0314069986343383,0.0257690008729696,0.0272870007902383,132061774,0,0
2020-03-21,0.0272850003093481,0.0281249992549419,0.0261109992861747,0.0273269992321729,87888611,0,0
2020-03-22,0.0273579992353916,0.0281099993735551,0.0252769999206066,0.0253320001065731,73594104,0,0
2020-03-23,0.0253320001065731,0.0270179994404315,0.0250470004975795,0.0270179994404315,85889878,0,0
2020-03-24,0.0270259995013475,0.0278719998896121,0.0266190003603696,0.027930999174714,82256450,0,0
2020-03-25,0.0279539991170167,0.0281920004636049,0.0266420003026723,0.0270360000431537,76585286,0,0
2020-03-26,0.0270360000431537,0.027828000485897,0.026698000729084,0.0278140008449554,73895030,0,0
2020-03-27,0.0278159994632005,0.0281830001622438,0.0261620003730058,0.0262390002608299,76580755,0,0
2020-03-28,0.0261969994753599,0.0268409997224807,0.0252400003373622,0.026655999943614,76409652,0,0
2020-03-29,0.0266270004212856,0.0267260000109672,0.0253749992698431,0.0253539998084306,63750349,0,0
2020-03-30,0.0253270007669925,0.027225000783801,0.0252860002219676,0.0270869992673397,74045275,0,0
2020-03-31,0.0270440001040697,0.0278779994696378,0.0269489996135234,0.0277089998126029,72436665,0,0
2020-04-01,0.0277089998126029,0.0281709991395473,0.0269770007580518,0.0281709991395473,84268217,0,0
2020-04-02,0.028158999979496,0.0305100008845329,0.028158999979496,0.0294940005987882,98656899,0,0
2020-04-03,0.0294729992747306,0.0303310006856918,0.0292300004512071,0.0298909991979599,83112910,0,0
2020-04-04,0.0298909991979599,0.0301339998841285,0.0294950008392334,0.0300830006599426,82505358,0,0
2020-04-05,0.0300949998199939,0.0301360003650188,0.0293380003422498,0.0296149998903274,60006773,0,0
2020-04-06,0.029611000791192,0.0329819992184639,0.0295509994029998,0.032974999397993,108450521,0,0
2020-04-07,0.0330110006034374,0.0338779985904693,0.0319919995963573,0.0322489999234676,107595214,0,0
2020-04-08,0.0322440005838871,0.0336630009114742,0.0322339981794357,0.0334339998662471,92892873,0,0
2020-04-09,0.0334019996225833,0.0336919985711574,0.0327519997954368,0.0331320017576217,79080026,0,0
2020-04-10,0.0330980010330677,0.0331799983978271,0.0297289993613958,0.0303709991276264,87759049,0,0
2020-04-11,0.0303709991276264,0.0311019998043775,0.0299679990857839,0.0305010005831718,69176642,0,0
2020-04-12,0.0304780006408691,0.0316610001027584,0.0302460007369518,0.0309260003268718,67469046,0,0
2020-04-13,0.0309050008654594,0.0309560000896453,0.0293249990791082,0.0303130000829696,76912255,0,0
2020-04-14,0.0303279999643564,0.0307129994034767,0.029841000214219,0.0300179999321699,67942905,0,0
2020-04-15,0.0300040002912282,0.0306950006633996,0.0291949994862079,0.0292199999094009,62577132,0,0
2020-04-16,0.029254000633955,0.0318779982626438,0.0286839995533227,0.0316880010068416,93303989,0,0
2020-04-18,0.0318409986793994,0.0338580012321472,0.0317929983139038,0.0336120016872882,82660624,0,0
2020-04-19,0.0336310006678104,0.0338740013539791,0.0327630005776882,0.0329630002379417,80550716,0,0
2020-04-20,0.0329530015587806,0.0337649993598461,0.0314400009810924,0.0314569994807243,86795827,0,0
2020-04-21,0.0314409993588924,0.0322250016033649,0.0314179994165897,0.0319619998335838,79536221,0,0
2020-04-22,0.0319509990513324,0.0339529998600482,0.0318170003592968,0.0338289998471736,73000122,0,0
2020-04-23,0.0338389985263347,0.0388390012085437,0.0337920002639293,0.0376849994063377,150782451,0,0
2020-04-24,0.037696000188589,0.0407200008630752,0.037696000188589,0.0386869981884956,162846910,0,0
2020-04-25,0.0386889986693859,0.0403520017862319,0.0382540002465248,0.0391869992017746,93900741,0,0
2020-04-26,0.0391840003430843,0.0427189990878105,0.0390259996056556,0.0423990003764629,139189138,0,0
2020-04-27,0.0424549989402294,0.0440450012683868,0.0411829985678195,0.0430519990622997,156120323,0,0
2020-04-28,0.0430789999663829,0.0443990007042884,0.0427139997482299,0.0435670018196105,133470189,0,0
2020-04-29,0.043598998337984,0.0478110015392303,0.0433450005948543,0.047529000788927,176994007,0,0
2020-04-30,0.0475489981472492,0.0499499998986721,0.0434660017490386,0.0437190011143684,221579730,0,0
2020-05-01,0.0437010005116462,0.0473049990832805,0.0436550006270408,0.0462069995701313,152834075,0,0
2020-05-02,0.0461490005254745,0.0464290007948875,0.0449689999222755,0.0459819994866848,115497053,0,0
2020-05-03,0.0459979996085166,0.0465909987688064,0.0435450002551078,0.0446490012109279,127655103,0,0
2020-05-04,0.0446810014545917,0.0460669994354248,0.0425649993121624,0.0455459989607334,157962249,0,0
2020-05-05,0.0455499999225139,0.0463039986789226,0.0452659986913204,0.0455430001020431,118170033,0,0
2020-05-06,0.0454920008778572,0.0473290011286735,0.0452019982039928,0.0460829995572567,121634838,0,0
2020-05-07,0.046059001237154,0.0475630015134811,0.0452009998261928,0.0471620000898838,132407953,0,0
2020-05-08,0.0471410006284713,0.0493620000779628,0.0470400005578994,0.0476850010454654,157403268,0,0
2020-05-09,0.0476449988782405,0.0483370013535022,0.0469640009105205,0.0471590012311935,129111938,0,0
2020-05-10,0.0471660010516643,0.0471660010516643,0.0410219989717006,0.0439860001206398,209738781,0,0
2020-05-11,0.0440040007233619,0.0456850007176399,0.0420930013060569,0.0445099994540214,190898968,0,0
2020-05-12,0.0444969981908798,0.0470919981598854,0.0443160012364387,0.0464869998395442,157546193,0,0
2020-05-13,0.0464369989931583,0.0481109991669654,0.045873999595642,0.0475660003721714,137096797,0,0
2020-05-14,0.0474659986793994,0.048004001379013,0.0466880016028881,0.0470900014042854,133681268,0,0
2020-05-15,0.0470679998397827,0.0478509999811649,0.0462840013206005,0.0466310009360313,131814482,0,0
2020-05-16,0.046594001352787,0.0473399981856346,0.0462820008397102,0.0470650009810924,114505725,0,0
2020-05-17,0.0470470003783702,0.0481240004301071,0.0470470003783702,0.0474569983780384,106720163,0,0
2020-05-18,0.047410998493433,0.0507070012390613,0.0472319982945919,0.0497080013155937,167557168,0,0
2020-05-19,0.0496830008924007,0.0520979985594749,0.0484640002250671,0.0516620017588138,170760398,0,0
2020-05-20,0.0516720004379749,0.052386000752449,0.049780000001192,0.05180000141263,185168822,0,0
2020-05-21,0.0517949983477592,0.0524149984121322,0.0461620017886161,0.0477159991860389,208549591,0,0
2020-05-22,0.047749001532793,0.0522129982709884,0.0470370016992092,0.0512209981679916,205833170,0,0
2020-05-23,0.0512269996106624,0.0517750009894371,0.0499930009245872,0.0507519990205764,120432251,0,0
2020-05-24,0.0507000014185905,0.0513980016112327,0.0482480004429817,0.048259001225233,99527994,0,0
2020-05-25,0.0478440001606941,0.0498740002512931,0.046884000301361,0.0495470017194747,168713473,0,0
2020-05-26,0.0494280010461807,0.0496690012514591,0.0474019981920719,0.0486660003662109,147765919,0,0
2020-05-27,0.048710998147726,0.0509329997003078,0.0485569983720779,0.0500920005142688,168080139,0,0
2020-05-28,0.0500349998474121,0.0606559999287128,0.0499310009181499,0.0582799986004829,332283834,0,0
2020-05-29,0.0583570003509521,0.0601020008325576,0.0564900003373622,0.0582260005176067,354458323,0,0
2020-05-30,0.0583319999277591,0.0695630013942718,0.0574680007994174,0.069300003349781,532585511,0,0
2020-05-31,0.069251999258995,0.0774689987301826,0.0653119981288909,0.0668789967894554,763619019,0,0
2020-06-01,0.066781997680664,0.0739950016140937,0.0662819966673851,0.0729570016264915,612814527,0,0
2020-06-02,0.072791002690792,0.0741159990429878,0.0661880001425743,0.0701389983296394,526324221,0,0
2020-06-03,0.0701949968934059,0.0763410031795501,0.0690660029649734,0.0760490000247955,497043036,0,0
2020-06-04,0.0759830027818679,0.0802830010652542,0.0753649994730949,0.0784799978137016,523262915,0,0
2020-06-05,0.078524000942707,0.0787139981985092,0.0747570022940635,0.0756729990243911,316817735,0,0
2020-06-06,0.0756789967417717,0.0772019997239112,0.075433999300003,0.0761860013008117,204414700,0,0
2020-06-07,0.0761950016021728,0.0784690007567405,0.073521003127098,0.076553001999855,280172164,0,0
2020-06-08,0.0765959993004798,0.0769679993391037,0.0749209970235824,0.0764579996466636,188280562,0,0
2020-06-09,0.0764700025320053,0.0765430033206939,0.0735950022935867,0.0735950022935867,188052147,0,0
2020-06-10,0.073583997786045,0.0736140012741088,0.0705230012536048,0.0734909996390342,287368535,0,0
2020-06-11,0.0734999999403953,0.0748540014028549,0.0657880008220672,0.0667579993605613,285034413,0,0
2020-06-12,0.0667650029063224,0.0712940022349357,0.066600002348423,0.0706700012087822,216768007,0,0
2020-06-13,0.0707219988107681,0.070771999657154,0.0689209997653961,0.070212997496128,143424801,0,0
2020-06-14,0.0702800005674362,0.0703419968485832,0.067951001226902,0.0682130008935928,126765540,0,0
2020-06-15,0.0682130008935928,0.0705320015549659,0.0620459988713264,0.0691400021314621,291364931,0,0
2020-06-16,0.0691339969635009,0.0702510029077529,0.0685900002717971,0.0701870024204254,192178340,0,0
2020-06-17,0.0701979994773864,0.0744159966707229,0.068911001086235,0.0742200016975402,262124936,0,0
2020-06-18,0.0742200016975402,0.0751779973506927,0.0717310011386871,0.0733179971575737,218172034,0,0
2020-06-19,0.0732870027422905,0.0732870027422905,0.0704270005226135,0.0712039992213249,189319126,0,0
2020-06-20,0.0712039992213249,0.0719700008630752,0.0692839995026588,0.0709820017218589,149630210,0,0
2020-06-21,0.0709630027413368,0.0724069997668266,0.0700659975409507,0.0702150017023086,135954760,0,0
2020-06-22,0.0702119991183281,0.07413200289011,0.0701839998364448,0.07413200289011,179342321,0,0
2020-06-23,0.0739570036530494,0.0745280012488365,0.0721969977021217,0.0733280032873153,162726387,0,0
2020-06-24,0.0733650028705596,0.0768200010061264,0.0714970007538795,0.0734049975872039,268631455,0,0
2020-06-25,0.0734340026974678,0.0742110013961792,0.0707150027155876,0.0728119984269142,184510478,0,0
2020-06-26,0.0728479996323585,0.0731130018830299,0.0711539983749389,0.0718119964003562,145635774,0,0
2020-06-27,0.0718090012669563,0.0724179968237876,0.0678450018167495,0.0692439973354339,132094527,0,0
2020-06-28,0.0692439973354339,0.072561003267765,0.0679719969630241,0.0716250017285347,168274597,0,0
2020-06-29,0.0716250017285347,0.0750230029225349,0.0715899989008903,0.0745719969272613,245041299,0,0
2020-06-30,0.0745519995689392,0.075604997575283,0.073133997619152,0.0739829987287521,185756067,0,0
2020-07-01,0.0739800035953521,0.0853909999132156,0.0734829977154731,0.0852790027856826,365716390,0,0
2020-07-02,0.086116999387741,0.086116999387741,0.0792839974164962,0.0839309990406036,370263519,0,0
2020-07-03,0.0839250013232231,0.0903099998831749,0.0825539976358413,0.0858319997787475,399283989,0,0
