Date,Close,High,Low,Open,Volume
2019-06-26,9.693499565124512,9.693499565124512,9.693499565124512,9.693499565124512,0
2019-06-27,9.812899589538574,9.812899589538574,9.812899589538574,9.812899589538574,0
2019-06-28,9.887900352478027,9.887900352478027,9.887900352478027,9.887900352478027,0
2019-07-01,10.01710033416748,10.01710033416748,10.01710033416748,10.01710033416748,0
2019-07-02,10.040599822998047,10.040599822998047,10.040599822998047,10.040599822998047,0
2019-07-03,10.113100051879883,10.113100051879883,10.113100051879883,10.113100051879883,0
2019-07-04,10.115400314331055,10.115400314331055,10.115400314331055,10.115400314331055,0
2019-07-05,10.080300331115723,10.080300331115723,10.080300331115723,10.080300331115723,0
2019-07-08,9.998299598693848,9.998299598693848,9.998299598693848,9.998299598693848,0
2019-07-09,10.072699546813965,10.072699546813965,10.072699546813965,10.072699546813965,0
2019-07-10,10.133700370788574,10.133700370788574,10.133700370788574,10.133700370788574,0
2019-07-11,10.175000190734863,10.175000190734863,10.175000190734863,10.175000190734863,0
2019-07-12,10.196700096130371,10.196700096130371,10.196700096130371,10.196700096130371,0
2019-07-15,10.244000434875488,10.244000434875488,10.244000434875488,10.244000434875488,0
2019-07-16,10.141900062561035,10.141900062561035,10.141900062561035,10.141900062561035,0
2019-07-17,10.175100326538086,10.175100326538086,10.175100326538086,10.175100326538086,0
2019-07-18,10.174400329589844,10.174400329589844,10.174400329589844,10.174400329589844,0
2019-07-19,10.125499725341797,10.125499725341797,10.125499725341797,10.125499725341797,0
2019-07-22,10.20580005645752,10.20580005645752,10.20580005645752,10.20580005645752,0
2019-07-23,10.226200103759766,10.226200103759766,10.226200103759766,10.226200103759766,0
2019-07-24,10.373299598693848,10.373299598693848,10.373299598693848,10.373299598693848,0
2019-07-25,10.272299766540527,10.272299766540527,10.272299766540527,10.272299766540527,0
2019-07-26,10.365900039672852,10.365900039672852,10.365900039672852,10.365900039672852,0
2019-07-29,10.277099609375,10.277099609375,10.277099609375,10.277099609375,0
2019-07-30,10.226699829101562,10.226699829101562,10.226699829101562,10.226699829101562,0
2019-07-31,10.096599578857422,10.096599578857422,10.096599578857422,10.096599578857422,0
2019-08-01,10.086700439453125,10.086700439453125,10.086700439453125,10.086700439453125,0
2019-08-02,9.837499618530273,9.837499618530273,9.837499618530273,9.837499618530273,0
2019-08-05,9.46049976348877,9.46049976348877,9.46049976348877,9.46049976348877,0
2019-08-06,9.523099899291992,9.523099899291992,9.523099899291992,9.523099899291992,0
2019-08-07,9.50979995727539,9.50979995727539,9.50979995727539,9.50979995727539,0
2019-08-08,9.81470012664795,9.81470012664795,9.81470012664795,9.81470012664795,0
2019-08-09,9.724499702453613,9.724499702453613,9.724499702453613,9.724499702453613,0
